Geneid,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK021_22F,AK029_30F,AK034F,AK098F,AK102F,AK117F,AK123F,AK133F,AK134F,AK135F,AK136F,AK137F,AK138F
ENSG00000131187,126,172.5,221,31,2,123,130,175.5,161,426.1,342,305.2,104,330,131,135,45,462,206,27,101.5,214,165.25
ENSG00000198055,251,201.83,229.83,62.17,6,158.67,167.17,164.67,150,478,320.83,370,93,361.17,159.67,231.5,63,599.83,246.5,42.5,95,212.27,220
ENSG00000131188,99,83,100,56,6,53,50,58,76,334,191,282,78,185,139,79,33,265,229,60,72,162,125
ENSG00000113758,432,421,716,154,21.09,871,712.5,1005,989,1601.83,1751.08,1350,553,2412.5,585,1117,299,1475.5,504,89,265,633,676
ENSG00000196923,371,354,583.5,141,48,595.5,607.5,721.5,806.5,1246.5,880.5,720,582,1748.5,470.5,943.5,286,1197.5,535.5,129,295,658,822
ENSG00000146094,1,3,3,2.5,3,0,0,2,1,47,19,17,1,0,2,1,2,3,3,12,0,2,2
ENSG00000183258,355.6,349,467,237,41,676,564,684.2,678,1422,1190,923.06,266,1050.44,244,761,239,1452.5,586,103,239,577,780
ENSG00000146067,33,42.05,37.04,62,10,44.1,27,58.1,23.1,319.56,207.2,227.41,39,86.05,58,47,40,82.05,63.15,44,24.05,35,58
ENSG00000184840,3027.7,2402,3349,542,31,3688.5,3516,3541.5,3570,6907.5,5032.5,6083,2102.5,5892,1899.5,4553.5,1265,11989.5,4422.2,517,1829.5,3977.5,4405.5
ENSG00000027847,222.5,227,275.5,112,2,158.33,182,161,187.5,672,432,427,145,406,227,236,105,756,383,59,130.5,274,295
ENSG00000170074,0,0,0,0.8,0,0,0,0,0.33,2.93,1.63,3.27,0,0.67,0,0.33,0.33,0.83,0,0,0.5,0,0.2
ENSG00000175325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204677,0,0,0,0.4,0,0,0,0,0.33,1.13,0.73,2.07,0,0.67,0,0.33,0.33,0,0,0,0,0,0.2
ENSG00000145911,2,3,7,12,0,8,2,9,6,44.33,37.33,41,10,27,13,9,9,20,16,6,5,12,20
ENSG00000145916,141,172,165,57,5,195,169,214,229,540,332,389.25,122,382,167,263,91,791,311,59,111,264.7,291
ENSG00000145912,1624.27,1911.07,2412.33,545.97,21.5,2170.55,1979.33,2287.97,2230.52,3616.43,3178.23,3605.17,1170.77,4519.13,1210.33,2857.77,769.2,8627.9,2787.53,305.99,1431.7,3355.32,3193.27
ENSG00000197451,2618,2493,3619.25,874.5,57,6287.33,5494.5,6272.42,5736.67,8615.33,9893.42,9487.58,2003,8698.5,2043.83,6624,2376,12002.08,5244.58,538,2226.92,4228.17,5609.5
ENSG00000175309,45,35,52,33,5,59,46,60,63,247,145,107,35,78,24,70,17,183,59,29,23,48,65
ENSG00000050767,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1
ENSG00000113240,40,35.5,51.5,58,7,146,124.5,150.5,141.5,320.5,266,277.5,44,171,46,159,86.5,163.5,108,72,28.5,59.5,175
ENSG00000169131,20.83,24.75,42.83,23.21,2.67,77.76,88.07,75.71,72.74,181.81,189.18,204.5,34.5,113.34,47.67,102.69,61.5,142.47,117.08,15.75,23.68,49.41,83.36
ENSG00000178338,14.83,16.93,29.77,17.49,0.67,50.1,52.46,60.1,66.94,132.26,158.72,186.1,24.27,60.23,29.28,101.2,49.5,76.1,78,16.75,13.68,32.74,80.66
ENSG00000198939,4.27,0.9,0.88,0.97,0,3.84,3.11,7.28,7.04,13.09,7.28,11.26,0.38,4.04,1.08,10.53,3.94,8.04,3.93,0.4,0.18,3.75,6.78
ENSG00000178187,0.39,0.25,0.62,0.44,0,1.89,0.71,1.44,2.1,4.11,4.43,5.4,0.23,3.9,0,2.06,1.33,2.18,2.63,1,0,0.25,3.4
ENSG00000113262,0,0,0.5,0,0,0,0,1,0,2.94,1.44,1,0,0,0,0,0,1,1,0,0,0,0
ENSG00000234284,1,1,3.75,6.5,0,14.75,3.14,11,9.58,27.58,21.89,20.98,3.33,13.98,11,17.5,8.56,18.46,17.25,7.58,1,11.83,20.5
ENSG00000177932,9.44,6.52,7,1.19,0,32.94,25.49,35.61,39.68,63.04,62.84,60.35,8.69,61.52,5,36.15,20.83,40.46,27.1,6.56,8,11.46,38.45
ENSG00000087116,0.3,2.24,3.58,0.42,0.21,2.33,4.07,8.82,4.36,15.68,14.3,8.54,1.41,13.36,4.54,1.07,1.19,5.29,1.2,1.07,0.07,0.69,0.27
ENSG00000176783,183,175,294.5,70,20,708.5,600.5,841,872.67,809,908.5,860.55,261.05,1018.5,208,794,235,1008,479,68,211,449,677
ENSG00000169045,1249.27,1091.58,1967.8,651.53,162,6115.73,5479.48,7126.79,6943.71,7824.72,7063.99,6881.31,2256.97,8179.86,1203.5,7979.66,2331.75,5778.85,2908.02,824.28,1417.28,3214,6656.25
ENSG00000204661,0.5,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0.25,0,0,0,0,0,0,0.75,0.25,0.5
ENSG00000204659,1,0,1,0,0,2,0,1,0,3,1,3.33,0,0,0,2,0,1,0,0,0,1,0
ENSG00000127022,5135.17,3043,5332.86,941,49,16984.01,17147.5,19338.57,17290,18069.87,18934.4,21393.97,5537,25597.45,3527,22499.33,5195,25994.19,9848.4,1036,5415.4,11176.5,17966.3
ENSG00000161021,161.5,143,252.5,64,11,298,287,361,394,828,737,757,198,693,280,422,223,696,468,91,148,402,442
ENSG00000213316,1,0,0,3,0,0,1,0,2,10,1,3.11,2,2,3,0,2,2,5,1,1,2,2
ENSG00000161013,784,639,865.25,269,52.33,532.5,528,608,547,2348.5,1424,1153,423,1048,398,621,204,2677,950.5,192,474,1009,885.5
ENSG00000161011,7721,6444.5,10112,2370,457,18331.5,11558,17956.5,15464.25,28434.83,30105.7,26796.17,6778,27270.19,5649,19200,6432,39272,19654,3233,8308.33,23296,25129.5
ENSG00000161010,71,66,80,76,12,117,98,136,134,507.5,461,432,69,195,100,141,67,256,212.5,84,48,82,134
ENSG00000197226,462,481.5,694,164,19,783,699.5,755,745,1522,1125,1195,416.5,1267,429,921,275,2179.25,712,102,378,728,828
ENSG00000113269,453,293,482,96,2,440,490,501.33,532,882,629,653.5,338,748,248,629,178,1700,554.5,91,250,538,692
ENSG00000146090,0,1,2,0,0,2,0,1,1,4,2,1,0,1,0,2,0,3,4,0,2,3,1
ENSG00000050748,248,184,287,86,9,267,320.5,258,303,458,350,411.83,142,457,135,391,115,889,287,36,131,279,409
ENSG00000131459,45.11,70,94,35,27,328,238,369,333,477,426,490.11,228,511.61,123,360,122,219,163,64,79.5,243,588.25
ENSG00000113300,218,168,213,95,7,284,234,277,289,596.33,450,492.33,149,518.5,142,401.5,111,792,311,57,113,253,379.33
ENSG00000161055,0,0,0,0,0,0,0.33,1,1,1.5,0.5,1,0,2,0,0,1,5.5,1.5,0,0.5,1.5,2
ENSG00000037280,54.5,51,71,11,1,80,70,74.12,81.33,191,152.5,124,37,180,48,91,27,236.5,84,15,32,85,102
ENSG00000174339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131446,494,390,615.5,196.33,14,449.5,479,528,480,1955,1374,1508,396,1089,595,634,283,2125,960,210,375,915.2,673
ENSG00000196670,14.75,20.67,21,44,1,52.5,49.5,61.64,60.67,173.67,137.5,223.84,24,66.08,26,66,34.67,100.17,111.5,31.61,13,33,58.33
ENSG00000113303,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0
ENSG00000168903,0.5,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165810,1,2,2,3,0,3,1,4,4,26,12,15,2,7.33,1,1,2,6,7,1.33,0,0,0.25
ENSG00000185372,0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17
ENSG00000182613,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
ENSG00000146054,193,219,318,121,5,261,219,307,242,691.2,562,704,171,379,202,192,82,765,461,45.83,187,437,314
ENSG00000146063,66,60.5,81,41,5,103.5,82.5,124,106,417.5,241.25,213,50,172,57,109.5,41,260,121.5,45.5,50.5,107,144
ENSG00000204628,7755.5,7351.25,11355.2,2330.5,312,21417.83,17196.42,23092.53,21699.33,22582.51,25397.65,25247.02,8465.5,38062.67,8038.67,30498.67,9704,39705.96,19100,5022.83,9141.58,23060.58,28330
ENSG00000183718,18,14.5,10,14.2,0,24.5,32.57,49.06,32,101.23,61.33,68,24,42,16,36.5,20,53,26.5,12,7.5,17,40
ENSG00000230178,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112679,52,38,88,18,0,45,52,44,57,124,82,95,41,96,37,72,21,212,79,17,49,64,94.5
ENSG00000137265,0,3,0,0,0,0,1,2,1,1,3,2,0,0,1,0,2,0,2,3,0,2,1
ENSG00000112685,88.5,61,139,35,0,346,319,350,398,243,304,356,152,518.5,89,459,133,327,164,21,80,210,354
ENSG00000188996,0,0,2,1,0,0,2,1,1,5,4,7,0,1,0,0,1,8,2,0,1,2,2
ENSG00000164379,14.5,10,7,14,0,26,10,11,9,180.62,194.67,164.67,2,62,72.5,34,23,113.5,140.83,56.67,13,39,17.33
ENSG00000137273,87.17,95,111.5,52.5,0,128.67,77.5,95.75,85,436.88,384,444.99,49.5,286.05,266.69,145.15,98.52,436.13,396.49,97.74,82.41,165.61,127.97
ENSG00000054598,52.99,44.65,84.49,34.25,19,120.84,88.5,99,89.02,502.47,517.58,563.12,59,313.04,187.92,161.13,137.75,250.39,335.28,75.69,52.68,140.03,121.12
ENSG00000112699,60,45,73,10,2,157,165,158,173,176,205,211,56,297,57,353,77,383,162,21,51,142,165
ENSG00000164385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0,0
ENSG00000145949,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,0,0,0,0
ENSG00000124535,175.92,197,298.5,72,13,486,396,507,495,641.5,709.25,692.25,216,731,245,552,243,959,499,45,196,446,530
ENSG00000021355,538.25,491,847,179,24,1690,1746,1899,2360,1709.33,1792,1748,690,2519,489,2791,764,2834,1278,158,392,1048,1957
ENSG00000170542,357,311,483.5,122,23,717,718,820.5,954,1541,1156,1330,376.5,1030.5,345,832,409.5,1474,730,137,238.5,620,1166.5
ENSG00000124570,709.5,680,984,135,8,1526.83,1552,1715,1770.5,1800.5,1826,1679,660,2319,541,2046,602.33,3594,1219.5,82.5,627,1398.5,1546.5
ENSG00000124588,447,371,613,91,17,560,499,595,586,1165.5,844,970.5,257,958.5,345,832,257,2457.33,894,97,346,854,853
ENSG00000137275,80,91,148.12,36,5,387,372,371,533,773.12,658.12,690.5,156,549,161,464,247,544,341,134,140,227,732
ENSG00000137274,123,156.14,177.03,27,2,241,238.29,266,308.14,304.11,302,297,145,405,92,363.29,113,833,250,19,141,269,341.17
ENSG00000137267,461.04,377.67,662.11,134.34,19.43,1169.97,948.38,1280.4,1172.35,1623.96,1633.39,1633.34,433.42,2211.57,490.77,1084.58,390.77,1582.45,815.12,153.25,425.88,1087.46,1192.5
ENSG00000137285,400.54,336.17,573.61,91.84,19.93,1021.14,821.38,1121.9,1030.48,1237.46,1305.35,1267.34,354.08,1937.66,433.44,925.5,305.06,1399.95,715.03,88.42,362.88,969.46,1027.83
ENSG00000180822,218.33,207.67,288.67,125.5,11,153,149,126,140,729.33,450.33,628.58,130.67,356,254,231,112,770,471,130,127.33,240,253.33
ENSG00000137266,71.5,74,69,31,2.67,78,89,108,105,274,197.5,177,64,134,52,90,37,271,122,23,50,121,114
ENSG00000168994,46,22,28,62,5,42,33,28,48,185,109,146,28,75,52,47,40,154,134,39,27,41,58
ENSG00000145945,26.5,28,31,18,1,55.5,52,59.5,60.5,122,132,144,24.5,123.5,46,65,44,132,103.5,11,31.5,69.5,70.5
ENSG00000112739,109.5,101.5,214.94,84.44,13.5,687.5,636,760.5,769,601.5,765.87,831.67,221.17,932.33,126.83,849.5,285,451.83,229,128.61,133,292.83,835
ENSG00000145975,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185689,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000198721,270,212,346.5,66,1,503,511,588.2,572,608,555,631,222,928,131,846.33,251,1144,414,40,221,480,626
ENSG00000153046,112,105,171.5,71.5,4,254,223.5,287,262.5,403.5,345,457,145.5,356,113,372,166,508.5,293,39.33,97,186.5,304
ENSG00000124787,146,167.5,258,68,3,393,353.5,395.5,431,532.5,514.5,581.5,162,688.5,176,631.5,205,741,397.5,35,165.5,390.5,512.5
ENSG00000219607,1.33,3,6.11,6,0,4.25,1,5,4,10,7,5,2,12,7,5,3,13,7,2.5,6,7,2
ENSG00000214113,337.12,295.3,420.73,91.78,3,298.74,310.8,253,368.68,774.7,487.88,586.98,225.17,503.28,155.93,395.1,127.5,1078.31,377.87,85.68,172.83,336.26,551.33
ENSG00000145982,52,46,84,17,1,181,191,222,183,173,188,183,74,337,61,260,72,270,118,10,72,176,257
ENSG00000124785,4,3,3,4,0,3,9,5,2,13,1,5,3,5,3,6,2,22,4,1,1,4,4
ENSG00000124491,0,0,0,0,0,2.5,0,0.5,0,13,5,2,0,0.5,0,0,0,0,0,0,0,0,1
ENSG00000112799,0,0.25,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124782,62,39,80,61.5,7,129,160,202,203.33,453,416.5,477,92,310.5,132,206,120,238,187.5,61.2,60,161,201
ENSG00000124783,1282.18,767.67,1190.67,267.25,29,2175.67,2577,2327.5,2410.33,3201,3125.5,3254.17,1011.67,3152,840,3205,961,6587.67,2523.5,316,965,2028.87,2985.17
ENSG00000164304,1,1,0,0,0,0,0,1,0.03,0,2,3,0,2,0,2,0,2,2,0,0,0,1
ENSG00000124784,69,67,102,56,5,241,256.67,377.2,336,569.2,485.2,671.4,77,338.5,85,331,163,453,289.2,72,78,153.5,309
ENSG00000096696,111.5,155,284,120,26,1998.5,1816.33,2968.5,2660.33,2389.5,2526.12,2480.25,1197,3999,480,2331,594,490.5,249,174,152.5,357.2,901.5
ENSG00000168566,61,78.12,101,35,2,169,187.5,168,189,277,243,283.09,79,254,38,245,90,282,166,24,58,107,199
ENSG00000153162,39.6,62.5,86.33,20,3,107,155,168,165.33,272,199,219,87.5,168.5,92,180,61.5,260.32,147.33,13.5,42.14,93,99.92
ENSG00000259040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239264,231.7,275,370,78,4,430.5,374.25,460,464,974.33,934,799.17,344,951.33,218,418.5,114.5,1202.5,456.5,69.61,295.5,627.83,410.5
ENSG00000188428,35,28,31,15,0,27,37,21,45,64,62,69.33,23,40,9,49,19,64,32.5,7,12,32,44.83
ENSG00000265818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124802,133.83,105.5,141.86,36,1,201.5,196.5,178.5,168.75,356.57,328.2,477.93,100.5,271.05,158,328.02,134.5,681.3,431.5,46,76,190,368.45
ENSG00000124786,105,68,70,31,5,123,174,144,180,319,224,248,85,179,55,172,64,381,166,29,42,116,198
ENSG00000181355,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000137203,226.5,179.5,222,209,59,269,219.5,273.5,306,1317.5,1193,1019,153,694.5,300,427.5,273,808.5,563.5,197,166.5,331,444
ENSG00000111846,112,68.67,121.67,62.5,1,137.33,126,150,141,389.5,297,345.5,74,176,73,203,85,496,268.67,51.25,73,180,234.5
ENSG00000137434,39,53,85,18,2,39.5,62,71,63.1,159.2,95.67,114,50,65,21,49,20,247.07,104,23.5,47,108,126
ENSG00000111845,208,173.5,291,106,7,541,480,549,600,1118,970.33,1312.5,199,709,219,677,278,1157.12,758,108,225,509,761.33
ENSG00000111843,1687.74,1709.62,2253.22,483.79,19,2335.19,2128.36,2211.43,2196.14,5161.31,3640.47,3618.17,1634.29,3611.25,941.5,2103.33,675.83,7387.05,2510.55,285.5,1375.17,2842.71,3165.29
ENSG00000137210,843.73,639.45,1066.36,214.12,15,545.19,588.27,511.93,610.14,1577.56,949.89,1158.36,476.7,1282.5,399.92,796,248.33,2193.13,766.63,105.5,339.75,871.05,1037.29
ENSG00000272162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111837,2,8,2,4,1,3,1,5.5,7,20,6,5,2,14,1.33,4,5,21.33,5,5,3,6,22
ENSG00000124827,0,0,0,2,0,0.33,0,0,2,2,1,1,0,0,0,0,0,0,0,2.25,0,0,0
ENSG00000153157,11,11,17,20,3,15.02,16,20,22,45.06,52.02,47,14,31,8.06,24.02,13,19.02,13.33,7,3,9,40.02
ENSG00000197977,184,142,176,30,3,217,278,251,317,450.5,315,299,103,287,69,295,90,473,239,15,79,143,261
ENSG00000224531,186,114,181,148.5,6,126.5,143,147,166.5,743,612.5,699,124.5,344,243,228.5,105.5,719,440,140,141.5,250,281
ENSG00000244476,0,0,0,0,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0.67,3.42,0,0,0.25
ENSG00000111859,353.5,351,517,575,91,1160,1208,1484,1939.75,4040.5,3591,3653.5,845,2518.5,954,1847,1481.5,1371.5,1282,973,280,660,1726
ENSG00000205269,6,10,13,12,3,9,14,9,8,49,34,43,6,27,2,16,3,38,18,1,1,7,14
ENSG00000111863,3,2,1,0,0,2,0,0,3,0.33,0,1,1,3.5,1,0,1,4,2,0,2,1,3
ENSG00000095951,43,38,48,69,3,143,138,167,327,476,308,487.5,148,326,96,194,111,191,165,73.5,52,89,499
ENSG00000078401,488.5,379.5,600,786,140,928.33,982,982,1128,8067.5,6890.5,10138.83,365,1354,1335,1076,1660,1970,3094.5,1637,337,837,1522.5
ENSG00000112137,0,0,0,1,0,0,1,1,0,5,0,0,1,0.67,0.33,1,0,0,1,3,0,0.11,6.5
ENSG00000145979,197,145,252.14,39,2,249,288,287,295,437,362,394,162,451,95,435,116,1074,397,52,147,329,394
ENSG00000145990,21,15,16,23,3,15,15,13,11,92,73,86,19,36.25,41,24,20,59,71,17,17,19.5,26
ENSG00000124523,40,55,61,5,5,96.5,94.5,109,118,181,166,166.5,57,210,54,159,43.5,260,95.5,9.14,58,141.5,129
ENSG00000225921,782,864.07,1326,301,36,1674.5,1415,1680.67,1689,2190,2283,2286,563,2277,534,1976,732.33,3104.5,1604,179,541,1180,1868
ENSG00000010017,159,147,205.02,46,2,333,374.7,399.75,471.5,562.92,582.14,562.67,164.33,637.17,174.5,514,177,751.5,355,36,136,341.33,425
ENSG00000050393,199.19,238,270.33,100,6,233.83,181.67,224.5,201.5,722.04,387.59,555.5,143.5,426,163,266,88,888.67,388.17,58.5,154.43,349.23,353.83
ENSG00000180537,1,2,3,2,2,2,2,8,4,13,12,15,4,21,10,13,3,23,12,0,2,4,11
ENSG00000112149,17.5,13.5,21.5,15.5,6,22.5,22,27,32,88.5,34,46,19.5,24,20,19,13.5,52.5,37,62.5,16,34.5,140.5
ENSG00000008083,55,72,96,37,7,139,145,208,231,276,254,281,113,375,96,214,90,219.5,149,28,58.5,112,180.5
ENSG00000047579,55,48,87,26,6,145,116,144.33,183,251.5,233,223,66,244,61,189,71,334,199,18,64,135,205
ENSG00000007944,18,22,26,24,6.33,87,40,58,77,310,257,309,23,51,77,58,90,164,183,72,23,53,108
ENSG00000137198,2,2,3,0,0,3,3,1,5,3,4,2,1,4,4,5,2,16,5,0,2,7,3
ENSG00000124788,10.68,15.39,32.64,3.37,0,18.99,27.25,23.05,35.92,50.1,50.77,36.49,18.07,60.34,21.54,23.79,15.69,47.73,27.09,7.25,7.12,29.06,25.23
ENSG00000230873,0.2,0,1,4.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ENSG00000112183,171,144.5,183,80,10,128,158,169.14,255.5,543.5,496.61,625.83,147,357,188,339,186,495.5,332.5,113,102,236,515.25
ENSG00000112186,129,136,201,41,3,423.67,482.17,552.5,646.5,373,475.5,452.17,224.5,723.08,105,583,130,656.5,218,19,143.5,334,609.5
ENSG00000137414,98.67,77.92,109.58,19.25,1.33,118.87,139.82,127.83,132.42,282.17,228.75,212.17,96.67,226.17,75.67,147.83,41.23,332.83,132,22,45.58,118.17,154.17
ENSG00000124789,279.75,315,514,226,16,1343.5,1206,1373,1555,2028.58,2228,2192.5,599,2199.33,470,1667,689,1196,754,164,414,972,1532.83
ENSG00000137177,248.02,273.5,362.25,105.67,6,467.33,598.52,652,715.25,1057,846,892.33,257,734.2,190,643.5,205,1186.93,469.25,60.12,184.25,381.54,509.33
ENSG00000187566,11.75,10.5,14,2,0,17,13,12,20.5,59.75,47.75,50.25,12,38.5,19,32,12,46.5,36,8.5,10,42,26.5
ENSG00000137364,65,59.5,97.33,20.67,4,177.17,159.67,126,147.33,173.5,153.17,216.67,64,224.92,42.5,244.17,65,388.17,111.17,16,60.83,121.33,171
ENSG00000165097,69,48,78,14,0,242,211,216,207,175.33,206,253,91,310,59,243.33,75,322,115,9,67,150,212
ENSG00000124795,1028.17,1016,1538,409,37,2507.5,2657,2769.64,2878.33,2448.92,2806.92,3000.33,677.5,3013.33,544,2933.5,882,4084.67,1576.5,199,684.5,1358,2577
ENSG00000137393,3,1,2,7,0,6,3,0,2,12,11,21,0,16,6,24,2,53,18,4.25,0,2,1
ENSG00000172201,91.33,20,31,65,15,67.5,18,14,42.5,609.81,288.67,404.58,7,86.33,80,72,80,174.33,175,153,11,29,74.67
ENSG00000172197,64,52,72,17,1,113,101,72,79,193,172,184,36,150,53,94,29,261,91,16,34,94,148
ENSG00000112242,128.67,106.67,165.17,99.67,7,170.5,167,191,209.67,683.33,584.5,701.83,113.5,398.24,174.67,273.67,142.5,485.33,402.17,77.83,85.33,176.67,256.75
ENSG00000145996,34,44,61,5,2,198,157,199,223.53,142,193,197.25,81,296,45,244,54,210,104,8,45,129.5,301
ENSG00000124766,178.5,226,372.83,100,12,508,546.5,787.83,839,1204.83,1125.33,970.17,420.5,1537.17,488.56,743,406,630.5,533.08,163.17,146.67,433,436.33
ENSG00000172179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000112273,0,0,1,0.5,0,0,0,0,0,5.53,0,0.5,0,0,0,0,0.5,0,0,0,2.33,0.5,0
ENSG00000152954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146038,96,64,103.5,34,6,380,332,395,426,444,515,439,79,626,102,576,160,346.5,171,30,60,172,280
ENSG00000146049,11,18,19,11,0,27,19,27,32,47,61,70,9,50,8.5,20,8,34,22,1,11,8,19
ENSG00000124532,275.83,239.67,328.08,106,3,283.73,291.6,270.67,326.5,675.67,469.5,564.33,186.17,586,171,451,156.83,1085.33,406.33,67,167,392.67,463.5
ENSG00000112293,10,13,15,4,0,11,17,18,22,37,28,25,13,21,4,24,7,64,11,3,6,18,15
ENSG00000112294,63,78,116,12,6,275.74,248,304,297,184.25,248,239,90,410,70,347,102.17,344.67,136.09,5,100,199,251
ENSG00000137261,115,94,111,21,0,222,247,255,286.33,476,393,297,85,275,57,213,63,449,157,21,105,187,256.5
ENSG00000111802,531,498,706,197,2,894,964,920,1048,1325.5,1111,1442,402,908,255,1146,359,2329,1008,166,326,730,1454
ENSG00000112304,707,826,1008,272.5,17,1081,1099,1136,1115,1707,1386,1509,444,1365.33,345,1242,350,3413,1483.5,177,516,1039.5,1331
ENSG00000112308,46.5,42,68,59,11,78,62,76,98,225,143,166.5,46,130,29,89,34,257,65,65,40,73,151
