Geneid,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK021_22F,AK029_30F,AK034F,AK098F,AK102F,AK117F,AK123F,AK133F,AK134F,AK135F,AK136F,AK137F,AK138F
ENSG00000112312,413,357,615,154,19,914,795.67,899,1036,1180,1486.33,1370.17,323,1756.83,321.33,1252.83,492,1370,769,60,254,602.53,1089.33
ENSG00000260286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111913,0,0,0,0,1,0,0.25,0,0,2,0.33,0,0,0.33,0,1,0,0,0,0,0,0,0
ENSG00000079691,82,85,119,42,8,366,277,356,365,322.5,304,368,117,588,89,532,123,427,149,11.5,91.5,203,336
ENSG00000079689,1,1,0,0,0,2,4,3,3,1,3,1,1,4,0,1,0,4,0,0,1,3,0
ENSG00000164508,2,0.33,1.5,6,0,4.33,1.08,0.83,3,59.83,17,33.33,4.83,3.5,6,1,5.5,4.5,3.33,15,0.83,1.5,11.67
ENSG00000146047,0.7,0.48,1.46,1,2,3.25,1.33,0.25,9.49,39.11,9.75,17.71,3.67,2.04,2,2.5,6,3.04,4.33,12,0.62,4.35,15.37
ENSG00000146039,0.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ENSG00000124568,1,1,5,0,0,1,10,11,8,16,13,5,1,8,2,12,4,9,5,4,1,5,10.25
ENSG00000124564,26,5,18,1,2,41,76,59,63,61,65,45,39,94,12.5,123,30,73,29,3,11,31,37.5
ENSG00000112337,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112343,32,30,41.5,8,2,66.67,76.5,78.5,139.5,222.5,94.5,114.67,79.5,114,26,89,58.5,110,63,52.5,23,86,338.67
ENSG00000124610,4,2.5,3.5,3.5,2,4,4,3,8.33,34.5,14.33,24,2,14,3.5,2.5,5,6.5,5.5,11.5,0.5,2,12.33
ENSG00000275714,2208.56,2562.5,3481.53,1833.87,147.75,3196.62,2404.07,3180.17,2713.13,12013.28,10165.38,10931.07,1335.83,7346.08,2860.06,3407,1815.42,8861.19,5142.06,1446.09,1738.39,3844.01,2721.08
ENSG00000278637,5858.76,6190.48,8684.53,3958.73,308.9,6075.29,5461.17,6607.43,7160.24,22824.85,17114.74,18651.6,3837.03,11564.72,5504.3,7344,3173.53,19954.59,9748,2003.12,3231.57,6990.45,8840.86
ENSG00000278705,8708.58,11774.95,13345.59,5366.39,480.04,10934.59,10122.38,11670.74,13819.22,41670.95,31509.02,33925.97,7161.33,21010.38,8242.6,11579.58,5194.75,31269.34,15347.18,3758.62,5273.58,10608.73,17761.25
ENSG00000274267,13213.87,20121.79,23069.98,8882.12,515.08,22005.08,16936.67,22990.08,23784.25,54262.23,50110.92,51664.83,10180.42,44162.81,15364.89,24648.25,10373.7,60223.08,30846.25,5185.33,11726,26226.45,29502.5
ENSG00000278463,4209.62,5317.02,7231.84,1749.82,168.37,6233.47,4828.05,6315.61,6550.29,15409.52,14313.22,14019,2927.29,12852.08,3876.68,6876.71,2683.34,15830.2,7196.3,1344.73,3293.48,7162.1,8527.89
ENSG00000276410,2739.55,2651.68,3548.12,1202.22,93.82,3174.52,2844.32,3316.17,3685.07,9394.56,7789.15,7161.33,1766.66,7533.84,2054.41,4127.9,1497.45,10947.02,5093.72,994.25,1961.13,4166.3,6608.8
ENSG00000278272,6870.53,9049.46,11280.02,3508.4,340.17,8109.83,6248.83,7931.12,8187.07,24115.97,20402.29,20272.24,4042.92,20539.29,6891.47,8927.68,4133.23,22619.58,12546.47,2551.35,4131.15,10323.83,9669.78
ENSG00000187837,11880,13518,18567.83,7119,813,24226,18637.17,24903.83,25776.42,50320.17,54759.83,52835.83,9321.5,46668.33,10662,27833.83,12631.5,44047.67,24354.83,6757,8770.17,20759.5,32842.83
ENSG00000010704,241,182,257,45,3,353,400,402.5,389,643,431,551,183,577.5,113,427,142,951.5,322,37.5,176,371,495.5
ENSG00000197061,8924.48,10917.87,15191.09,6584.78,639.5,10324.25,9993.7,10340.58,13374.82,40939.42,29757.28,31976.17,7618.67,21047.25,7931.83,12876.33,5937.58,28094,16352.33,4586.33,5184.75,10165.17,17121
ENSG00000187475,4,3,4,28.5,8,9,7.5,4,48.5,234,136.5,188,36,24,20,18,36,10.5,15,42,1.5,6,129.5
ENSG00000180596,7260.12,8236.54,10634.16,3638.92,274.29,7975.56,7105.78,8431.88,9980.95,26537.43,20100.99,19011.06,5165.18,18298.24,5730.28,9144.26,3811.05,27277.75,11650.28,2392.29,5192.93,10617.4,14117.77
ENSG00000180573,5614.03,7248.41,9438.56,3074.28,272.32,8112.42,7656.71,9510.38,10248.4,25901.22,23101.7,23314.94,4989.91,16717.8,6574.3,8562.54,4028.85,23712.52,12763.07,2737.64,4764.7,10964.72,15303.16
ENSG00000168298,11430.17,14002,19084,5428.83,622.5,21542.5,17899.33,21790.5,22722.92,43760.33,53652.33,44647.53,8064.5,40736.17,9688.5,23041.33,10825.5,34965.17,22059.48,3778.5,8193.83,19527.58,23746
ENSG00000158373,6796.25,7543.56,10028.05,3239.9,249.29,8358,7482.43,9085.49,10288.73,24140.84,21431.69,19618.88,5022.61,20648.87,5866.29,9863.45,3884.05,31373.88,12987.97,2472.27,6125.6,11452.37,16939.26
ENSG00000274290,3616.24,4151.97,5382.35,1704.52,126.91,4149.78,3671.61,4383.51,5437.4,12596.43,10672.19,10026.46,2487.5,9161.09,2984.53,4633.43,1892.57,14666.09,6862,1354.91,2870.3,5723.65,9092.68
ENSG00000277157,6451.07,7418.68,9641.98,3699.67,319.94,7720.07,7103.48,7400.09,8628.51,25967.7,21971.45,24686.81,5058.75,15352.12,7136.33,9477.5,4051.5,23688.5,13560.53,2749.17,3959.5,8952.13,11474.8
ENSG00000197409,247.49,185.47,291.43,159.96,27.53,330.38,210.91,317.93,325.12,1357.62,1187.3,1408.54,217.11,871.25,435.47,516.84,287.91,1297.44,823.11,226.16,244.08,592.98,717.43
ENSG00000196866,373.46,591.43,808,165.21,28.81,418.55,386.79,482.43,543.73,1764.51,1267.41,1290.22,272.52,1117.76,447.67,477.36,240.99,1274.47,790.71,212.94,274.45,786.44,874.24
ENSG00000277224,771.89,898.68,1242.47,351.34,47.61,891.17,828.87,1084.89,1271.3,3219.09,2590.85,2638.19,623.29,2545.19,749.71,841.93,340.04,2945.15,1442.95,370.35,605.66,1287.76,1862.2
ENSG00000276966,6790.39,8947.5,11627.67,4944.58,401.79,7654.89,7208.08,8297.28,10263.4,32712.49,24758.06,25404.57,6043.33,17630.39,7516.58,10284,4781.25,24807.25,13249.87,3388.17,4410.92,8846.12,14247.04
ENSG00000273802,340.23,355.75,527.92,126.18,13.15,263.06,255.83,259.74,388.9,1387.91,855.12,747.55,229.89,1402.09,308.07,361.16,161.31,1469.04,560.55,198.63,291.81,448.11,795.91
ENSG00000277075,27.92,17.5,32.53,31.96,6.4,28.02,21.64,33.34,70.52,371.56,200.73,247.34,54.37,133.92,47.66,42.13,46.53,158.91,102.69,82.56,33.97,103.69,261.61
ENSG00000274750,161.92,227.53,251.15,106.12,7.67,256.59,191.93,245.83,277.72,964.06,737.88,753.73,156.03,551.4,221.32,235.83,117.22,789.65,405.88,89.5,138.67,327.22,444.64
ENSG00000124575,6224.75,6800.33,9587,3181,467.5,13479,9684.83,11764.33,14517.58,26834.67,28752,28619.17,5247.5,26560.81,5840,13369.5,5951,16837.33,9331,2499,3533.33,8099,20586.33
ENSG00000274618,50.43,90.79,94.44,60.83,7.74,148.59,146.21,133.94,132.92,610.47,465.37,407.49,86.36,298.77,117.73,78.75,28.03,747.25,279.2,44,150.87,153.73,266.86
ENSG00000275663,153.12,91.58,148.04,47.39,6.54,126.59,110.47,131.18,122.68,464.44,528.52,486.22,89.14,192.31,155.7,193.42,70.28,437.03,312.29,51.75,79.58,203.2,163.78
ENSG00000277775,1832,2287.23,2698.01,1344.85,86.37,2167.64,1574.85,2198.04,2202.89,7175.09,5517.25,6880.69,1208.14,5806.58,2357.68,2515.11,1037.83,7507.01,4227.03,680.82,1312.87,3070.21,3404.2
ENSG00000275713,529.69,596.53,746,237.41,23.36,512.61,428.69,553.78,600.1,1940.95,1617.79,1349.86,315.31,1497.12,412.67,484.09,176.81,2137.73,1052.45,191.42,407,936.83,1015.61
ENSG00000273983,35.45,66.53,71.78,72.54,3.58,80.08,65.82,86.92,102.31,396.95,238.27,303.33,47.58,260.39,92.83,55.03,33.67,211.84,131.29,45.75,42.67,110.31,140
ENSG00000278588,2685.75,2812.26,3275.12,1409.68,114.66,2947.23,2302.25,2874.09,3317.99,9790.32,8112.61,7955.61,1601.24,8309.08,2754.71,3756.86,1576.24,10332.7,5477.72,1006.87,1704.17,3786.69,4659.82
ENSG00000158406,7211.92,7460.57,9946.52,3899.18,401.73,7635.02,6890.7,8340.08,10623.77,27463.65,19159.77,20413.2,5568.42,19056.7,6673.32,10217.58,4275.35,27395.02,12232.65,3840.95,4742.23,9791.53,19143.92
ENSG00000186470,19.44,31.83,27.67,8.67,1.5,35.67,32.54,29.1,29.1,72.77,45.44,43,25.94,55.33,15.83,34,8.5,87.93,36.67,7,18.17,20.08,68.27
ENSG00000124508,26.5,23,35.67,16.17,5.5,60.83,66,62.67,92.83,221.83,132.17,146.83,73.17,99.33,54.67,72.5,47.5,152.67,78.83,22.83,40.67,74.83,272.83
ENSG00000026950,20.72,14.33,23.67,2.33,3.5,46.17,28.58,26.5,42.2,76.17,51.89,43,25.22,56.25,10.33,34.5,8,81.67,35,12,25.17,22.08,110
ENSG00000111801,8.33,6.83,9.67,3,0,12.17,19.87,12.9,21.7,29.07,24.17,20.5,11.83,31.25,5.83,20,5.5,52.9,18.33,5,8.67,13.83,35.4
ENSG00000112763,78,56,91.17,51.17,11.5,178.33,171.33,183.67,276.67,785,550.75,660.33,147.83,277.33,129.17,234.5,133,374.33,299,95.17,71.67,191.5,524.08
ENSG00000124557,0,0,0,2,0,0,0.25,0.5,0,0,2.33,2,0,0,1,0,0,0.5,0,2,0,1,2
ENSG00000182952,262.05,406.5,438.55,202,14,345.83,362.75,411.75,477,1139,842.79,1016.14,220,660.04,144.15,274.25,121,1168.31,454.38,121,220.5,395.29,544.83
ENSG00000146109,155,163,221,105.5,7.5,238.5,234.5,248,275.5,758.5,704,737.5,172,371.5,249,311,162,840.5,491.5,115,179,350,461.5
ENSG00000181315,16.5,13,22.33,14,0,46,45.5,44.5,36.5,102,88.08,128,15,54.75,27.5,68.5,43.5,83.33,57,14.5,16.5,38.5,57.5
ENSG00000124635,5912.35,6388.45,8365.27,2776.14,209.99,6756.4,5538.95,6791,7276.67,17718.52,14956.36,14492.11,3351.28,17029.32,4638.51,8178.38,2815.32,23085.38,8650.12,1471.62,4600.13,9090.25,11082.76
ENSG00000196787,8283.58,10072.76,13648.51,4871.95,300.26,9117.74,7732.52,9234.02,8199.86,30998.67,27045.65,27858.26,4581.72,17612.19,8743.91,10918.65,4812,29437.23,15868.02,2864.65,5903.1,12932.63,9646.32
ENSG00000276180,3547.58,4762.06,6312.72,2239.47,201.99,3403.35,3041.01,3602.54,3901.52,13001.49,9810.98,10616.49,1945.88,8476.73,4188.18,3859.56,1848.15,9919.84,5437.12,1199.43,1946.06,4536.82,5723.07
ENSG00000197903,5988.2,7975.03,9469.95,3625.09,232.93,7808.81,6385.47,8565.03,9641.18,21208.76,19037.75,16479.57,4318.67,18653.68,5822.11,8770.14,3404.13,23724.92,11491.98,1939.2,5577.33,11319.17,14405.09
ENSG00000274997,7120.81,8044.16,10961.12,3563.02,250.99,7963.32,6384.04,8267.99,7281.53,24521.39,20066.58,22767.51,3642.83,16743.85,6391.72,9106.4,3916.98,25134.09,12078.94,2270.62,4687.05,10858.62,7866.33
ENSG00000112812,10.5,38,32,4,0,22,25,27,32,94,73,60.25,16,50,18,36,7,190,68,11,22,38,59
ENSG00000158553,0,0,0,0,0,0,0.5,0,1,3.5,0.5,2,0,1,0,0,0,1,0,1.33,0,0,0
ENSG00000124613,1,0,1.11,0,0,2,1.37,1.62,3.17,8.53,7.73,7.68,0.2,3.5,0.5,1.33,0,2.37,2.83,0.11,1,2.2,2.04
ENSG00000096654,18.75,13,21.88,10,5,65,62,55.03,85.08,127.45,117.69,154.56,32.5,82.08,37.5,92.11,55.29,93.12,79.78,15.5,28.5,43.17,98.76
ENSG00000185130,5560.85,6189.2,7942.4,3237.83,230.16,5120.64,4684.33,5325.99,6429.55,18280.67,15066.33,14767.59,3358.24,14475.63,5016.87,6397.01,2741.61,20937.83,10039.12,2052.84,3957.08,8925.3,11070.23
ENSG00000196747,8069.59,8572.3,12060.7,5289.99,448.65,8061.35,6452.68,7694.4,7361.03,29415.02,25478.96,25992.44,4081.99,17269.39,8665.05,9894.23,4825.22,25702.6,15305.51,3576.74,4933.51,11881.32,10415.15
ENSG00000278828,9032.43,11295.71,13518.69,5072.86,392.58,11231.97,8658.78,12019.2,10988.01,36094.71,32986.96,32383.67,5741.76,24068.1,9615.2,10116.77,4582.82,33136.23,16247.25,2858.49,6167.27,14270.65,12557.45
ENSG00000276368,6117.79,7452.91,9612.45,4069.21,336.68,6532.28,5245.13,6536.96,6193.62,24710.86,21298.27,21680.06,3520.91,14232.01,7192.89,7849.06,3928.64,22223.6,12573.1,2905.58,4197.18,10120.05,8864.82
ENSG00000273703,4060.82,4442.04,5534.27,2073.3,187.66,4540.74,3746.62,4601.62,5290.55,14481.3,11455.23,11122.96,2488.17,10930.18,3307.7,5423.47,2241.55,15364.55,7228.45,1714.24,2932.41,6333.01,9799.53
ENSG00000197238,5650,6868.39,8603.61,3590.05,348.34,4819.09,4575.99,5153.76,5736.3,22601.06,16240.56,17114.65,3073.97,13787.03,6495.41,6987.48,3486.96,19935.49,10584.16,2814.83,3679.16,8592.13,8194.66
ENSG00000273542,5650,6869.39,8605.61,3589.55,348.34,4821.09,4576.99,5153.76,5742.3,22609.64,16244.56,17121.65,3074.97,13786.7,6501.41,6990.48,3488.96,19949.16,10590.16,2818.83,3680.16,8605.13,8203.66
ENSG00000233822,4076.84,4161.71,5644.8,1889.32,193.86,4204.81,3669.03,4311.07,4914.56,14141.41,12301.5,11822.42,2443.31,10118.69,3690.22,4603.39,2029.99,15060.05,7954.87,1679.52,3028.21,6512.54,8327.87
ENSG00000275221,2728.41,3073.81,4226.67,1857.65,147.76,2602.94,2161.78,2648.53,2805.27,10273.45,8268.75,9647.79,1453.95,6176.15,2749.52,3157.5,1665.37,7106.42,4554.14,1188.43,1471.2,3597.04,3594.69
ENSG00000276903,2047.93,2492.73,3254.66,847.51,70.67,1773.79,1671.04,2021.27,2214.08,7237.53,5497.19,5585.64,1140.81,4795.61,1827.22,2214.72,952.43,6599.53,3315,716.83,1370.26,3008.25,3610.87
ENSG00000184357,2884.83,5033,6679.08,1628.83,203,5576.5,6373.67,8346.33,7777.5,10825,12830.33,11454.37,2583,9263.67,2207.5,5572.33,2619,8268.33,4877.83,1174.5,3054.67,7115.33,7241.5
ENSG00000275379,2452.1,3807.22,4379.55,1697.65,127,3417.66,2741.66,3960.64,3709.16,11664.38,10260.53,10365.9,1592.48,8073.35,3021.24,3387.25,1759.07,8882.49,5387.09,1035.48,1877.85,4644.81,3577.74
ENSG00000275126,2040.92,2305.75,3071.4,1293.82,171.32,2092.16,1990.4,2202.77,2667.73,8825.74,6429.13,7080.22,1395.4,5276.57,2407.52,2927.08,1380.92,6528.01,3768.15,1220.03,1242.65,2827.69,3230.79
ENSG00000197153,8010.95,10172.71,12935.2,3933.08,292.83,10167.47,8486.01,10775.88,10723.17,28329.89,26278.14,25109.73,5330.54,22603.85,8046.14,10809.02,4244.17,30496.61,13809.79,2010.46,5533.15,12401.69,13186.26
ENSG00000278677,6386.5,8207.69,10157.67,3382.7,299.82,7521.31,6416.18,7344.25,7486.41,26630.35,23711.09,22399.71,4209.85,15239.03,7218.06,9272.25,4291.15,22844.54,12966.89,2835.56,4741.49,10934.47,12518.59
ENSG00000274641,5233.83,5904,7656.91,2964.13,251.72,5956.56,5069.12,6212.82,6543.49,18608.7,15797.23,15871.59,3069.69,15123.81,5586.8,7340.35,2996.91,20011.46,10953.69,2023.85,4048.14,9187.47,10828.88
ENSG00000168131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000124657,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0.14,0,1
ENSG00000197279,7.09,1,4,7,0,6,8,12.33,23.5,43,48,49.44,2,24.7,13,25,19,18.33,24.05,5,4,15,39.5
ENSG00000196812,26,24,31.33,12,0,52.75,54.25,58,62.5,146,130.64,147.25,24,75.42,39,62,27.39,103.5,85.67,17,23.33,45,92
ENSG00000198315,30.98,25.57,48.3,31.37,5,135.44,117.38,127.16,153.22,261.53,279.36,343.36,75.1,167.2,64.64,141.31,98.05,183.63,149.26,34.83,36.27,83,213.53
ENSG00000137185,23,30,33.11,29,5,80,73.5,82,104.5,238,266.7,288.96,30,113.83,51.33,115,75,147,152.67,33,33.12,70,131.87
ENSG00000187626,8.85,12.5,23.48,13.83,6.76,27.39,29.71,37.9,49.92,95.93,102.19,104.46,19.66,57.86,17.46,58.86,28.92,53.09,50.6,9.65,13.14,25.62,58.56
ENSG00000189134,0.5,1.5,0.5,0,0,1,1.5,1.5,0.5,3.5,3,2,0,4.5,0.5,4.5,0,3.5,1.5,0,0.5,2,4
ENSG00000197062,28.14,17.86,35.73,6.75,0.09,56.4,54.5,66.54,61.77,161.9,179.88,199.42,40.73,72.12,37.42,75.12,53.24,98.18,96.99,15.51,24.14,45.61,122.22
ENSG00000276302,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000137338,52.31,43.37,76.81,35,0.17,83.33,76,92.48,118.31,188.64,155.19,222.82,51.83,166.51,50.03,108.14,45.81,210.67,108,14.64,36,76.16,111.51
ENSG00000235109,12.25,9,19.5,14.5,0,32.5,29.5,30.56,50,87.89,77.33,84.53,13,42.5,19.75,41.5,27.52,81,45,13.11,9.5,21.5,68
ENSG00000189298,16.19,25.7,29.14,15.83,1.76,33.39,26.71,41.7,44.42,107.37,106.09,114.49,17.16,76.78,23.87,50.19,26.59,106.09,58.6,7.98,13.97,31.12,85.23
ENSG00000158691,7.98,17.63,26.4,22,8.17,50.61,60.54,82.43,54.45,129.02,136.26,231.7,29.65,75.9,36.2,73.4,48.33,86,75.75,23.33,10.38,29.99,105.14
ENSG00000187987,0.12,0.06,0,0,0,0.5,0.48,0.99,1.39,3.76,1.48,2.21,0.14,2.14,0.5,0.5,0.5,1,0.5,1,0.5,1.14,0
ENSG00000198704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224586,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,0.5,0,0.2,0,0,0,0,0
ENSG00000232040,5.14,6.17,15.14,20,2,23.33,20.5,27.48,41.31,90.14,61.29,117.14,19.33,46.33,24.58,50,33.81,37,34.5,20.48,7,18.33,66.67
ENSG00000204713,225,194,332,114,17,563.5,501,572,605.25,1138,1028,1364,305,857,389,810,361,1217,819.25,103,215,550,778.5
ENSG00000197935,2.92,4,2,0.5,0,0.2,2.53,5.7,3.67,9.64,6.67,6.09,0.46,2.57,0.25,2.33,2.96,7.17,3.16,2.11,2,3.17,8.67
ENSG00000204704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204700,0,0,0,1,0,0,0.5,0.5,0,0,0.33,0,0.25,0,0,0,0,0,0,0,0,0,0
ENSG00000204695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000213886,2,1,3,2,0,10,3,14,23,45,12,24,29,20,6,9,15,13,5,17,2,1,108
ENSG00000204681,9,15,15,22,4,5,3,9,7,105,39,33,15,12,5,9,6,28,15,11,5.5,7,23.5
ENSG00000204657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000204655,0,0,0,0,0,0,0,0,0,0,0.04,1.05,0.06,0,0,0,0,0.37,0,0,0,0,0
ENSG00000204644,0,0,0,0,0,0,0,0,0.33,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000204642,74.35,89.79,82.11,20.44,3,102.17,106.01,154.21,159.83,326.33,173.4,173.03,79.49,213.66,49.42,145.12,43.11,365.54,153.99,68.75,58.84,146.35,284.55
ENSG00000204632,95.37,66.96,89.46,15.69,8.6,121.07,121.62,138.65,145.34,313.4,176.37,155.42,87.4,177.62,45.35,117.03,45.62,272.29,111.84,58.26,47.91,125.18,249.13
ENSG00000206503,695.45,549.04,767.61,158.95,74.42,1008.62,1056.47,1171.07,1355.86,2549.23,1538.57,1351.54,691.61,1832.59,414.03,1076.29,390.57,2524.37,1016.37,475.37,543.07,1217.52,2611.92
ENSG00000066379,228.5,204,319,117,10,265,288,342,305,820.5,801,884,195,481,287,333,171,1161,620.5,100,190,363,440
ENSG00000204619,209.5,268.5,343.5,77,2,287.5,241,286.5,273.5,618.5,484,475.33,194,486,142.5,269.5,97,1073.5,366,65.83,186.5,343.5,432.5
ENSG00000204618,0,0,0,0,0,1,0,0,0,15.2,6,5.33,0,0,0,0,0,0,1.25,1,0.5,0,0
ENSG00000204616,2,5,6,11,4,15,27,32,40,43,34,38,12,24,10,45,22,34,18,8,0,15,32
ENSG00000204614,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,0,2,0,0,2
ENSG00000204613,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0.5
ENSG00000204610,0,0,0,0,3,0,1,0.2,3.12,6,4,3,0,1,0,0,0,0,2,2,0,0,3
ENSG00000234127,83.07,84,130.11,44,16,246.84,261.99,324.43,443.87,719.99,457.19,491.66,177.07,479.14,146,407,239,442.18,286,153,116.5,210,1005
ENSG00000204599,4,3,7,5,0,5,6,14,11,24,19,29,8,18,6,16,4,19,15,7,2,6,10
ENSG00000248167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241370,39,45,49.67,29.33,12,26.33,19,33.33,23,257.33,127.67,67.67,18.33,36.5,15,17,9,60.67,41,10.33,7,31.33,25.33
ENSG00000204592,444.19,323.45,507.73,121.08,65.92,730.46,684.06,887.76,959.41,2596.76,1150.56,1118.95,614.56,1379.22,296.96,908.74,355.1,1828.95,809.02,591.48,343.46,835.84,2175.9
ENSG00000204590,57.75,86,121.83,43,10,230,181.5,236,229.5,310.5,339.5,315,151,363.5,113,262,108,354,154.5,34.5,91,193,223
ENSG00000204576,125,155.5,215,93,7,172.5,201.5,210,257.5,567,440,526.5,110.5,378,130,269.5,133,810,397,67.5,131.67,292,379.5
ENSG00000204574,155.18,128.27,240.35,119,36.33,544.13,471.18,640.7,649.36,826.82,881.6,891.3,266.81,1135.69,197.46,784.81,229.5,494.73,283.65,129.5,165.61,400.38,905.81
ENSG00000204569,104.5,119,177.83,183,91,451.5,406.5,485,626.5,1814.5,1619,1743.75,247,987.5,300,642,543.5,529,520,538.59,134,396.5,894.67
ENSG00000204568,552.64,450.67,715.17,160,20.33,1197,885,1125,1126.33,1391,1712.5,1822.33,512.5,2285.5,589,1741,545.5,2886.5,1377.5,138.5,546,1523.5,1741
ENSG00000137343,43,39,70,18,7,56,50,61,66.5,189,121,110,58,112,33,84,29,165,89,18,25,62,104
ENSG00000204564,78,55,83,51,1,119,78,98,106,374,277,295,46,260,107,158.33,71,329,244,23.83,60,178,165.5
ENSG00000204560,67,80,145,50,8,342.5,255,362,347,448,397,512,144,595,118,449,132,306,195,47,95,271,375
ENSG00000146112,67,87,92,49.25,7,143,121,170,207,425,389,389,105,297.5,109,138,62,258.5,114.5,49.33,72,124,369
ENSG00000137404,272,255,349.58,55,2,297,313,372,314,748.33,565.5,496,188,825,218,466,127,1120,388,48,283,614,539
ENSG00000137337,87,86,169,56,2,452.08,375,468,514,567,686,587.11,188,695,127,439,136,505,181.53,56,128,322,476.14
ENSG00000196230,5819.94,4691.46,8093.01,1076.03,49.73,17634.7,13903.48,17836.35,16486.61,12889.96,17269.93,16638.23,5146.66,38627.06,5956.65,23549.43,6230.63,22681.07,9268.83,513.41,6906.69,18116.16,18492.58
ENSG00000137312,443,455,590,146,19,1070.5,845,1009,1051,1478.83,1318.5,1283.5,427,1524,301,1204,348,2124,798,115,363,835,1085
ENSG00000137331,423.5,362,456.33,1551.67,419,422,300,412,622,10593.83,7675,10191,590.5,1656.5,2256,666,1703,2111,3202,6483.5,406,980,2479.5
ENSG00000204580,458,263,367,116,9,625,451,506.5,495.5,1211.33,906,970.2,297,1241,379,836,243,1945.25,783,83.2,256,619,558.5
ENSG00000213780,74,95,132,24,4,157,130,143,206,316.5,287,314.5,93,372,128,211,82,342,179,32,82,204,322
ENSG00000137411,49.83,59,74.5,45,4,190,111,136,127,349.5,279,285,53,352,67,244.5,78,294,97,26,46.5,128,123.25
ENSG00000196260,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168631,0,2,0,0,0,1,0,3,3,4,3,4,2,2,1,1,0,4,1,3,0,3,0
ENSG00000204544,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000261272,0,0,0,0,0,1,0,0.5,1,5,2.33,2,0,0,0,0,0,2.5,0,1,0,0,1
ENSG00000204542,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,0,0,0,0,1,0.25,0,0,1
ENSG00000204540,3,3,2,2,3,0.5,0,2,3,10.5,3.5,8.5,1,11,0,5,2,20,5.5,1.33,1,7,8
ENSG00000204539,3.5,2,2,1,1,4,0,4,2,9,6,7,2,2,2,5,1,7,3,1,3,1,10
ENSG00000204538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204536,60,77,116.33,38.67,3,139,107,162,176,340,242,210.5,78.67,267,43,157,36,196,92,10,48,119,179
ENSG00000137310,46,50,65,16,0,53,30,47,41,131,86,92,38,131,28,49,11.12,193,59,12,40,75,63
